timestamp,location,vehicle_count,person_count,total_objects,cars,motorcycles,buses,trucks,bicycles,traffic_level,pedestrian_level
2025-10-16 04:41:48,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:49,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:49,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:50,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:50,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:50,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:51,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:51,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:51,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:41:52,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:52,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:41:52,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:53,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:53,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:54,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:41:54,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:54,4 Corners Downtown,7,0,7,7,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:41:54,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:41:55,4 Corners Downtown,6,0,6,5,0,0,1,0,MEDIUM,EMPTY
2025-10-16 04:41:56,Canmore Alberta,0,2,2,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:41:56,4 Corners Downtown,6,0,6,5,0,1,0,0,MEDIUM,EMPTY
2025-10-16 04:41:57,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:57,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:41:57,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:41:57,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:57,Canmore Alberta,0,2,2,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:41:58,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:58,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:41:58,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:59,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:41:59,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:00,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:00,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:01,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:01,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:02,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:02,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:02,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:03,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:03,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:03,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:04,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:04,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:04,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:04,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:05,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:05,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:05,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:05,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:06,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:06,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:07,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:07,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:07,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:07,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:07,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:08,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:08,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:08,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:08,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:09,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:09,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:09,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:09,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:09,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:10,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:10,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:10,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:11,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:11,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:12,4 Corners Downtown,7,0,7,7,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:12,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:12,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:12,4 Corners Downtown,7,0,7,7,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:12,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:13,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:13,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:13,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:14,Koh Samui Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:14,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:14,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:14,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:15,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:15,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:15,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:16,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:16,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:16,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:17,4 Corners Downtown,5,0,5,5,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:17,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:17,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:17,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:18,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:18,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:18,4 Corners Downtown,6,0,6,6,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:19,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:19,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:19,4 Corners Downtown,6,1,7,6,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:19,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:19,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:20,4 Corners Downtown,6,1,7,6,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:20,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:20,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:20,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:21,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:21,4 Corners Downtown,4,0,4,3,0,0,1,0,MEDIUM,EMPTY
2025-10-16 04:42:22,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:22,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:22,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:22,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:23,4 Corners Downtown,4,1,5,4,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:23,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:23,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:24,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:24,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:24,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:24,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:24,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:25,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:25,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:25,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:25,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:26,4 Corners Downtown,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:26,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:27,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:42:27,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:27,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:27,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:42:28,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:28,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:28,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:28,Canmore Alberta,0,1,1,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:28,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:29,Bangkok Thailand,2,1,3,1,0,0,0,1,LOW,LOW
2025-10-16 04:42:29,Canmore Alberta,0,1,1,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:29,4 Corners Downtown,4,1,5,4,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:29,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:29,Bangkok Thailand,2,1,3,1,0,0,0,1,LOW,LOW
2025-10-16 04:42:30,Canmore Alberta,0,1,1,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:30,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:30,Bangkok Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:31,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:31,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:31,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:31,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:32,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:32,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:32,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:32,Bangkok Thailand,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:33,4 Corners Downtown,6,1,7,6,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:33,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:33,Bangkok Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:33,4 Corners Downtown,6,0,6,5,0,0,1,0,MEDIUM,EMPTY
2025-10-16 04:42:33,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:34,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:34,Bangkok Thailand,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:34,4 Corners Downtown,6,1,7,6,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:35,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:35,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:35,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:35,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:36,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:36,4 Corners Downtown,4,1,5,4,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:36,Bangkok Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:36,4 Corners Downtown,4,1,5,4,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:37,Bangkok Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:37,4 Corners Downtown,6,1,7,6,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:38,Bangkok Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:38,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:38,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
2025-10-16 04:42:38,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:39,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:39,4 Corners Downtown,5,1,6,5,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:39,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:39,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:40,4 Corners Downtown,4,0,4,4,0,0,0,0,MEDIUM,EMPTY
2025-10-16 04:42:40,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:40,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:40,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:40,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:41,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:41,4 Corners Downtown,4,1,5,4,0,0,0,0,MEDIUM,LOW
2025-10-16 04:42:41,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:41,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:42,4 Corners Downtown,3,0,3,3,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:42,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:42,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:43,4 Corners Downtown,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:43,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:43,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:43,4 Corners Downtown,2,1,3,2,0,0,0,0,LOW,LOW
2025-10-16 04:42:44,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:44,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:44,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:44,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:44,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:45,4 Corners Downtown,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:45,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:46,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:46,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:47,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:47,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:47,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:47,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:48,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:48,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:48,Canmore Alberta,0,0,0,0,0,0,0,0,EMPTY,EMPTY
2025-10-16 04:42:48,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:48,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:48,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:48,Canmore Alberta,0,3,3,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:49,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:49,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:49,Canmore Alberta,0,3,3,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:49,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:50,Canmore Alberta,0,2,2,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:50,4 Corners Downtown,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:50,Canmore Alberta,0,2,2,0,0,0,0,0,EMPTY,LOW
2025-10-16 04:42:51,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:51,4 Corners Downtown,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:51,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:51,4 Corners Downtown,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:52,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:52,4 Corners Downtown,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:52,Bangkok Thailand,1,2,3,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:53,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:53,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:53,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:53,Koh Samui Thailand,1,0,1,1,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:54,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:54,4 Corners Downtown,2,0,2,2,0,0,0,0,LOW,EMPTY
2025-10-16 04:42:54,Bangkok Thailand,1,1,2,1,0,0,0,0,LOW,LOW
2025-10-16 04:42:55,4 Corners Downtown,3,1,4,3,0,0,0,0,LOW,LOW
